17
0,196,230,222,174,217,208,187,224,182,195,198,208,193,219,192,208
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,196,230,222,174,217,208,187,224,182,195,198,208,193,219,192,208
212,21,19,24,7,20,2,15,22,3,13,8,1,17,23,5,12
206,24,13,8,22,14,3,12,21,15,11,20,17,2,4,1,19
173,17,2,14,20,5,18,8,19,7,6,4,11,16,15,10,1
201,19,12,23,6,1,8,13,14,4,21,16,5,18,2,24,15
213,11,18,9,10,24,14,16,15,20,2,21,22,1,17,7,6
216,9,11,18,1,4,12,23,17,14,5,13,15,22,20,8,24
202,8,16,13,5,21,19,6,7,17,1,11,24,20,14,18,2
162,1,15,19,11,17,9,2,3,8,7,5,16,12,10,13,14
182,10,7,4,14,23,20,11,8,1,22,9,2,6,21,19,5
217,16,23,7,17,10,22,19,11,2,18,24,21,4,12,3,8
218,14,4,22,15,6,21,5,18,9,24,12,8,7,16,20,17
217,4,22,1,8,19,15,21,24,16,3,17,10,14,11,12,20
198,2,20,21,23,16,11,3,9,13,14,1,18,15,6,4,22
204,18,14,3,4,22,6,1,20,24,19,15,12,13,7,17,9
246,15,24,20,9,7,23,14,12,18,17,19,6,3,22,16,21
186,7,10,16,2,8,5,18,4,11,12,3,20,23,19,15,13
