16
0,206,175,179,182,194,186,183,151,181,198,189,165,175,177,181
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,206,175,179,182,194,186,183,151,181,198,189,165,175,177,181
177,12,14,10,16,6,11,1,22,9,19,7,17,20,5,8
200,6,10,12,17,3,7,20,8,18,22,21,23,4,16,13
188,10,19,1,18,15,23,21,16,2,6,13,4,11,7,22
152,8,1,4,11,7,12,2,14,19,10,5,6,21,15,17
173,17,22,5,15,16,13,3,7,10,1,6,9,18,12,19
202,7,17,19,5,12,6,13,18,3,23,8,15,14,22,20
184,4,23,9,22,5,20,12,6,21,18,1,11,15,10,7
168,13,12,6,9,23,4,5,17,7,11,20,3,1,19,18
211,20,6,16,14,18,3,15,12,23,9,22,13,19,17,4
160,14,13,18,8,22,5,23,3,6,4,19,12,10,2,1
177,18,2,3,4,19,16,10,11,17,12,23,7,8,6,21
174,19,5,22,20,13,21,4,1,12,15,2,16,6,8,10
187,22,7,20,13,10,14,19,2,1,21,18,8,3,23,6
179,15,16,11,7,8,9,17,5,13,20,10,19,12,14,3
190,21,8,23,3,17,22,18,9,20,7,14,2,13,1,12
