19
0,236,260,247,253,231,243,264,220,246,260,261,275,272,240,247,265,246,250
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,236,260,247,253,231,243,264,220,246,260,261,275,272,240,247,265,246,250
262,14,16,12,18,10,1,26,2,23,19,22,11,17,25,5,13,21,7
240,6,18,9,5,4,17,23,1,12,3,21,25,16,11,20,27,14,8
232,2,23,26,3,27,13,24,19,7,6,8,12,1,9,18,4,16,14
279,4,21,22,13,5,12,20,26,16,10,7,14,15,27,8,25,11,23
241,16,8,4,26,13,19,6,9,18,15,10,3,7,12,11,21,23,20
248,27,15,10,21,20,11,2,8,25,5,23,17,9,13,3,6,7,26
246,9,1,11,27,7,16,22,13,21,24,17,8,5,4,25,23,10,3
233,24,19,7,4,18,6,1,15,8,25,11,9,20,26,2,22,3,13
270,15,22,25,6,3,24,9,18,17,23,4,20,27,16,7,8,5,21
247,21,17,23,12,14,27,18,16,15,8,25,1,22,7,4,2,9,6
245,5,24,15,11,12,8,14,25,9,22,13,26,6,2,23,10,19,1
272,3,2,14,15,23,18,16,12,6,21,26,27,19,20,13,7,25,5
257,13,3,19,10,9,25,27,4,5,26,6,7,8,21,14,24,20,16
273,17,27,1,8,22,4,11,5,14,13,16,19,26,6,21,20,18,25
229,11,9,3,20,1,15,5,17,4,14,18,16,13,19,26,12,2,24
235,23,4,5,14,17,3,15,21,19,16,2,24,12,1,10,18,22,9
231,7,20,21,24,11,10,12,3,1,9,5,13,25,18,15,14,4,19
276,19,11,20,16,15,14,13,6,26,1,27,23,24,3,22,9,17,10
