17
0,206,184,220,199,195,223,192,209,199,186,198,207,224,175,184,226
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,206,184,220,199,195,223,192,209,199,186,198,207,224,175,184,226
217,21,12,23,5,14,6,15,20,19,7,8,13,11,18,3,22
222,24,6,7,17,12,4,23,18,22,10,15,19,9,2,14,20
196,9,8,1,10,11,15,5,13,24,19,14,4,22,21,2,18
181,7,2,19,3,4,22,9,5,17,16,1,14,15,11,24,12
190,2,9,18,13,24,10,20,17,21,4,11,15,12,1,8,5
205,16,4,22,15,3,7,21,11,20,6,9,24,10,17,12,8
190,11,20,5,6,10,19,16,2,4,18,7,8,13,12,15,24
173,13,5,14,21,17,11,1,9,7,8,12,2,20,10,4,19
209,19,23,21,7,18,16,12,24,3,17,2,1,14,4,13,15
213,1,18,8,2,16,17,10,19,6,11,20,21,5,14,22,23
212,8,3,6,16,15,23,17,12,1,21,13,20,19,24,10,4
193,23,11,9,19,20,8,7,1,14,2,21,18,6,5,16,13
175,5,19,24,9,6,3,4,14,2,23,17,22,7,8,11,1
222,12,13,17,23,19,20,18,15,8,3,22,9,16,6,7,14
211,15,16,10,11,1,24,6,22,18,12,23,5,21,3,17,7
218,20,15,16,22,5,18,8,7,13,9,3,12,24,19,6,21
