16
0,183,187,171,203,191,182,182,204,199,180,201,171,173,172,153
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,183,187,171,203,191,182,182,204,199,180,201,171,173,172,153
200,10,23,9,8,16,4,15,19,22,7,17,11,20,14,5
184,17,15,6,5,18,1,4,9,23,20,19,7,11,13,16
197,7,17,23,15,3,13,21,8,2,10,16,22,9,11,20
189,21,16,8,20,10,11,19,2,3,12,22,13,5,18,9
174,12,8,14,21,7,23,5,18,6,19,4,9,10,3,15
180,1,4,13,3,14,2,7,11,20,22,21,8,19,17,18
170,13,5,17,22,9,8,14,21,11,1,23,3,4,12,7
195,14,22,12,23,5,18,6,20,16,11,2,19,8,9,10
183,11,18,1,16,22,19,8,10,12,17,9,5,7,15,13
181,22,11,4,19,23,3,2,15,21,8,20,10,17,5,1
169,23,12,18,9,21,15,17,14,8,5,7,6,2,1,11
171,2,13,7,12,19,16,3,23,18,15,11,17,1,10,4
172,9,10,3,13,1,17,18,16,19,6,8,12,15,23,2
201,16,6,20,11,8,10,23,5,14,18,12,15,22,2,19
186,5,7,16,6,15,22,20,13,4,9,10,14,23,19,3
