14
0,136,146,140,158,134,144,156,163,126,161,128,139,146
137,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,136,146,140,158,134,144,156,163,126,161,128,139,146
137,10,17,18,12,7,4,8,19,11,14,9,2,6
144,15,18,19,9,6,5,17,11,4,13,8,16,3
132,4,1,7,11,18,12,3,20,14,5,10,8,19
146,6,19,13,17,3,7,15,16,9,20,18,1,2
162,17,13,12,1,4,20,18,5,16,19,15,14,8
135,2,20,16,14,1,3,11,18,10,15,13,5,7
152,9,6,20,15,14,19,16,8,12,10,1,4,18
162,3,10,8,16,20,15,19,9,18,17,4,12,11
157,5,8,14,6,15,18,20,10,3,12,11,19,16
134,13,11,6,19,9,17,5,12,2,8,7,10,15
148,20,12,2,13,19,6,4,15,5,11,14,18,9
139,18,2,1,20,5,8,14,17,7,16,6,13,12
129,14,9,4,5,13,10,6,3,15,1,12,17,20
