13
0,121,98,99,119,101,104,117,114,110,128,119,123
97,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0
result

0,121,98,99,119,101,104,117,114,110,128,119,123
97,11,4,13,3,9,2,14,1,5,12,15,8
113,17,13,7,2,12,4,6,16,1,11,14,10
128,14,10,15,12,3,9,13,6,16,4,8,18
121,13,8,10,14,1,11,18,12,9,2,7,16
122,3,2,12,16,15,10,9,17,18,5,11,4
110,4,16,11,17,7,1,8,13,2,14,5,12
120,18,11,2,6,16,17,1,10,8,15,9,7
120,7,3,16,9,13,8,15,5,14,17,12,1
115,15,1,4,13,8,18,11,7,3,16,2,17
104,5,6,1,4,2,12,3,14,17,9,18,13
101,6,15,5,8,4,7,2,11,10,13,17,3
102,8,9,3,15,11,5,17,2,7,10,1,14
