18
0,211,228,231,216,204,252,243,213,247,236,232,230,222,226,253,232,245
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
result

0,211,228,231,216,204,252,243,213,247,236,232,230,222,226,253,232,245
213,1,16,2,10,26,12,22,7,6,18,19,3,11,9,20,23,8
250,11,10,12,14,21,13,26,25,3,24,15,2,16,18,17,22,1
245,6,20,26,2,9,18,3,13,23,15,25,1,12,10,22,21,19
222,19,2,8,9,7,15,13,1,12,17,11,24,26,14,23,16,5
263,17,7,10,22,6,2,12,5,24,20,13,19,25,23,18,26,14
220,21,1,22,6,20,26,24,17,18,10,12,14,4,3,11,2,9
235,4,18,6,11,10,1,17,12,22,3,16,23,8,21,24,14,25
234,2,22,23,15,1,11,25,10,19,5,24,21,13,12,9,6,16
245,5,8,25,13,17,24,21,3,1,6,26,22,18,19,10,4,23
229,22,3,1,17,13,25,10,2,11,7,21,5,24,16,15,19,18
241,16,19,17,8,12,22,9,18,14,25,1,15,7,24,13,10,11
225,20,23,16,5,4,17,8,6,9,19,10,13,3,7,26,24,15
211,12,5,15,1,14,3,4,19,26,16,7,17,22,13,8,9,20
204,7,11,24,19,2,20,5,22,15,9,6,26,10,4,3,8,13
212,14,24,13,20,5,23,18,26,2,11,4,9,1,6,21,12,3
242,8,14,4,21,22,6,15,11,25,23,17,10,2,26,1,13,24
230,26,25,7,23,15,14,11,16,17,8,5,6,20,1,12,3,21
